address,token
0xA239366d40b724dD2b7F1E5750E82cf4D56Aa7c2,1325000
0xa270d2222d62500d2821f0c5dD2BC4fE4d497F08,1175000
0x25Ca0056143d6e0BA470ac6cb407E8b56688eC1e,1125000
0xCEBb1D95acC02b880b32191c9eD4689861F35537,1025000
0xA3685017E267C0140Abb65D052c9478B31d94545,1000000
0x64B3D3b9159a6CD247292c225c6AE3422bEfF4CD,750000
0xBf7c9a8ced61d1067c4EC6AFDFC3567ef518176B,750000
0x2758F6929c3A480B4405799297C9825C663C92B5,725000
0x2bcd8898A678050EFA5F41F4c6012045dee1B5c3,725000
0x96396e120522BdBf7aC7D26468DB6dDeF28c6B9c,725000
0xEA9F7a8C912588df4c952fA74Aa0eFAD0c007784,725000
0xF0ACF81d265c1b1D1fB82e8e570b85176d179Fe8,725000
0xf7FD0730fdEc125E084DCE95d2F8117D29d3fFa8,725000
0x45E9B5a037Bb5E109bAdC32454A3a0627Ac1f2cf,700000
0x6138Fa691997EF019E53fc2F78C3580b8f78c8B1,700000
0x85dBAE9094De843946ee7679c3604698afedC728,700000
0x8f44393b442828Ccb3B3508642a6155e8C6768A0,700000
0xB9696a7316F0BF8BBF2DA7e74dfB6E6f314E3a9f,700000
0xC1676BD87A19b10B92950BBA52ABf07b35A379b7,700000
0x038Bf47b6d00A91C9bbDecF00f46D9192658eB49,675000
0x12296a67F2d264edD30EddF6A23A497a1CEAA851,675000
0x2DE8eace68c70e73a68dBA4DDec69f6cC931C62B,675000
0x67E4F291E89420C0FE611863bb9139E7dce82fB4,675000
0x839c2f1061ea0972B74a2cB068669E4592b43c39,675000
0x8FaC3eab8aA97BE4E29BB08c0628C98B0d6BB04a,675000
0x8a8C3c0F72973C8a8CAD6D287366e160393336FB,675000
0xAC085753cb0fc660A03dB19e65653dF03DD8B052,675000
0xB147eaCAf85D77f68E30Be6090e67851D084e3C7,675000
0xD8A1F9d79A6D822434e23a5f332b9322015f5903,675000
0x168e86Eb1D72566ee0F77Be308283ec4E9b60A14,650000
0x1C9c77E3828df8628FD03717B3298de475AB0AC8,650000
0x2CE577E7d32230452e9B6f2198B91708E56BefaF,650000
0x4BbA7715fD58180eD3D43b5f192671e7a9c68502,650000
0x53BA195caE4BcA4dF36A3386A81779B8d34b3f14,650000
0x6Dd4DFED1BbD75cB1492E416dF41460f358eD290,650000
0x72A262Df73723B4E779157423103e8f2bBCA149A,650000
0x734EC6b9A045D07DA4300F3284fc34aae7f45b5a,650000
0x7c55ca711ef15D9d195db786CD5aeAD20CD28644,650000
0x82218112B01AC50DD146f9C5bE37F24BE3Abf35d,650000
0x8f117013cD59fc38Ec02650cFe11431407fE029C,650000
0xA40e8B750384CFAddD089286E939911CD89aa822,650000
0xAf1D37F3E2BFcf454Cb063a6E406c456346BE87A,650000
0xbB63203FA253B667F1d8D591954F5a14ba5613E2,650000
0xc591b10BebAdEb13f48DF94Bfe75282d32a52389,650000
0xc738315eC605e0fd302d6e91e185636d2D07F68b,650000
0xcB613a7a67388F95db0Da8ac7Ab5D1423483Edfc,650000
0xd89F11c50859018097E7A711218005B84a2D8401,650000
0xf4A582F92BedB8c4ab7ed1e228C1F74a0ab57796,650000
0x0D66B841963227434766A1c48ca75E5acc36eC75,625000
0x17648D62F219569413E56BE71E86ED37CE51de29,625000
0x1aE7bb3608839b1ad24797C687Ceb6f805008e29,625000
0x1fA2c8EA01963C066c0caA89F810aACc91F2b876,625000
0x23A31e749b3444c88Fe1baCfA14dFfcBDea9954E,625000
0x2c5a43A8BFddBBa58a839dbA32301c8dFEA8841F,625000
0x3E5705fE0671a854eB67504B62204a5E4ab6DAB3,625000
0x4f28e484B5Da61B05D1be30dea0dbBc594155a9c,625000
0x6Ce15EFF6Cf6b8764740f1CF1f6b6B39d586D869,625000
0x7213c705C84e5d9e30d6cFb081faE1Fc3DdA3Af4,625000
0x7616CFDAAE6Bb7c7091d6f52cbB7842c98168eDe,625000
0x8ea2df9B77Aa0E29B1D7b1F0B05c860c311B14CE,625000
0x9AFc8bf27D746cB6b864ED1289389693F948957a,625000
0xAaF91feFcA895f9cB8360E87281092Ad5803a0B7,625000
0xB459834334602829bB1D18610339DF29E3A0A7CF,625000
0xFeab6818483CdCC630EDb6903EB48658a90B36e4,625000
0xafE561a247d1fF784B4bE8A5d65C20450493D868,625000
0xc6731e3D717e9FCF497bedCde41783518CFe2027,625000
0xd0Fa7822575130bC1D18bB8D360f5e3c05c42f22,625000
0xe7E91Ce5C4F9d62BDC0aa85b0d9eecd7e4ef9F06,625000
0xeB81Ed07fD7cdE763f615b4deD7F4Db613470ef1,625000
0x1c48f9EBEA6388F2Bf506FF4A61B367eb4264d8a,600000
0x3aF6AAE850297C52Bf7d0b9E8E580927880502D5,600000
0x3b06D2Bc13e6fcA10Eaf98d4b3457f597A5783e7,600000
0x58ACd9Be6b1284B5362AA340242F540f3B33Df3A,600000
0x5Ee47e998E48383bcC324b1437013136bd82C511,600000
0x6cC78e215C60Ee2F725FEA7D6c68AFCCA0049D9C,600000
0x70bD74d54Ab3D93DE8c509bEfD03F9cf6d90b0fE,600000
0x9C5A5Bf1C40b50EAE0c0bdfA044427661AaC2CD0,600000
0x9bA62F69ff321abF85fA34fe008D5D96d1E9Fc4E,600000
0xD5Ed3F6079ffFF4f5E3B2422887E18A45A8d629e,600000
0xE8aa1E464952e51E497007151C9661Dc4cB12915,600000
0xEC335a0bD4914AC8c4e25F990F5a253064D5Ff60,600000
0xEf41eBfc83F0c43b516D8Edb7645b66d471046Ee,600000
0xF7861ADf4A0d3924F488AFd905BD2dFeb485fBc3,600000
0xcF3bEC047db9345BaC2ADa14460437c9bA90Ce0d,600000
0x098972673D70881deE364A4715632dfdBcFd6989,575000
0x305398C826EECa665EE4961083EC9680F0776753,575000
0x3e97b8dA1E88C8A318069A8b35DFf8a7b20df636,575000
0x3fbd14399e0b56E4610918C4aeAB04Cbd6FC8607,575000
0x425d8A3F3DC894d2EC4785A048178f421711e91B,575000
0x47D228fb786BB14117625147f1055638F46b6893,575000
0x4A8f918f97bcacFF3eadCa627C13562Ee0Cd8F76,575000
0x7c46f87CC7a6d71972e67231179f899e89902184,575000
0x831EDb5e5F9f8DD041E845acE5da1dfaF854B49F,575000
0x8d0E8a642fDe708ae275b5A53C18f487b0026c5f,575000
0x94eDf468F642a844d6Fdf11dA4b9D56964A79327,575000
0xD546010dFff228f2a10916f4847265bd58E9DE7a,575000
0xED27bCE7E4EF8d34671A2D17Afd600618906535E,575000
0x01D0F535f4aC2bF1866B5E4C927a214B7B7Fb8CD,550000
0x189fFC925F19AC95b363cf2fb14d5fdFB37Fb366,550000
0x1f57Ea63222dcBC223a55b7FD67e5b2d299bC88c,550000
0x53f0A750Ee576682383173ABd04fd8568c856Eca,550000
0x55D646e24b1352366CA8027A68A8980C7452F304,550000
0x5FBb0CEd8686A68d89FdedBec8e2696623e6e87A,550000
0x60C8c883AD586ddfA871C1A7Fa98Cf995f948E92,550000
0x8c29025B98CFA7be9AC0555DcefCB4846723eEfc,550000
0x9a07Bf0a1066eF6Cb57D5E12E2D808C58574c44a,550000
0xA90258b5c9C555DB49Ba12973F81B57d6EC7Aa0E,550000
0xD2F479A79A85adE26Ba9d034a2d651D0FD4FF8aB,550000
0xb0812e0006470fE99F71165fC7C1A2312F7b90F2,550000
0xc868Beb6A589e49217d7DD7064Bd5e93C22Eb3fb,550000
0x57593C5fe015aFC2A4B4C24F876f8FDa96FD04D1,550000
0x4BD6ed0b666a9554d9E09E34D7e5540AeF61AaE0,525000
0x6998F0f13A298612fef994D43B85aDF4E6Df2356,525000
0x9Ba3933C40307543F8A79D876830C5464C9CE481,525000
0xc2c3035f3983a7d915f44671d08f4e2e813268F8,525000
0xc69F2aB2768ee239EDAe8fDf27968d9A91dC172B,525000
0x2d843644D111723655A3ec26B351EAf11273611c,525000
0x5A27d268e830655E908a0a2C3B24F572695AF5e8,525000
0x5DA5Dd7b798BEDeb96bd65a96662FAbDd8263774,525000
0x77A9c54e6Ec2186A576aB0fE06FBacA4BA5bf2BD,525000
0x84483fD26D4348D6fcB683FBc6cE75739d0E2322,525000
0x84B417c678A2DA8231ED7ee3233cb629D0cD56df,525000
0x9a2fed1871A32636cB5f7b2C837998BD1f1b9Cb9,525000
0xC2d3180C23EC9a1f4B858E1e7c5FB148Ad0ED43a,525000
0xE507EfaF7C2f73cbb486E9E1C690B225b265dfb9,525000
0xF5Ca7DaF3f16a1A3E326703E5D956a8415f8B243,525000
0xFbb91c8A81c57598eAE29d25E9665128a9edd280,525000
0xa6cde2c2521A33935b2Adf881ecBBED39df3D809,525000
0xb696d48ef52670cDfC719259d0E1BFf994bCaBDE,525000
0xeC2c7D4f3e819a429D457139EAC44907CdF63C67,525000
0x153579467D1766849D9C684e00829A28842486D8,500000
0x09E51044AE45fea6f33AB8Ca688C2029F9E98402,500000
0x204DdC842ddF3ea6e3c9BdDF9DDdFc44301d0099,500000
0x269cbfe467DCbC832A660fb95bd513E2a4C344f1,500000
0x3890644C35A977E176F51Ae7b71185108F534740,500000
0x39b8b60FB4e62461d52d0b29768D9F33D9AF6F0c,500000
0x3A377A22aD3CF8e2551BACDfe386D2ec58080368,500000
0x3aA9faBD35769165EE9Ab97499E74c3A97D429d6,500000
0x3b5A21Dc86A0A03d8a355f7d81a73b67a675a8F1,500000
0x594A25BEBd2cF0d381c76901162faEa52a20cFeE,500000
0x899a0B324A560010d700dbB376640336e02132aa,500000
0x8AD78CcD58Fe7f0355426247618d67b7b7113150,500000
0x9103c7Bb1c9F24C1A39beeaEa5408fA3F1E396C2,500000
0xA6565a2A0E1e620C6E542B2b3D4f168Fa3f6d325,500000
0xD96e09913ee3E3afafe0921e2baf973aaC8483d9,500000
0xEa69C34B1c2b9F08157A1faE374A6a9CEC464056,500000
0xF6176B9E9fa54b3Ced955D5B9C00a68F80fba0E2,500000
0xd2fd4cAa051090867E669778A30e3083f78a2817,500000
0xdCA5fE377dC2353B5b926c5CdD852086107dd8dB,500000
0xdE8cdFe7d277BDE4B2786b34a9595B07Ca534d25,500000
0xfB627757b2EFE99972D330c39fF18Dd412cad942,500000
0x4Ad6000c762cd82ddf46f44Ab111640eA2BF546E,375000
0x8F9Fb4b4324F88D4f3beB7908B081FEE9cfc97bc,375000
0x5732fD69EdEda743aC78D2F3A1d1eA30fF67D82d,337500
0xBE519970889Ce4b0E8a943546b3D2cA9D0FFcaB0,337500
0xCD66A71ABD5FDC5e2515B7a8119a9498Ddb104d1,337500
0xa525Fcb70404336C591833A85abb1663b779CdDf,337500
0xbb564a7d40f32D2eeE00aD1077a600BB1462eEc2,337500
0xef75d606fb8B08d1ee5800FD379843ca53464CE1,337500
0x19be5c904E673cde6F43392e278a0BdF8414e89F,300000
0x34b111Ee7738604d034687E71dF51Bf2e5Bcec1A,300000
0x410eBf7Dde63acB3e82d7Fd7d3Dd99Fa86124bd8,300000
0x5cd3d18B42153969372DA9f0921b7bC2136D7D6e,300000
0x64191Bab4668A9ac502644564A694B82B7640465,300000
0xB26c469c17154911AF343E506ED8eFcd77EebdA0,300000
0xF432933B11ffc9a8ed606e7154028D25a515d16B,300000
0xa2b4c41451943E4Aa8d668eb4643e587acE61209,300000
0xbA8CDB1dEADf026178DD5211aB1700586A76c14C,300000
0xe88AdE0824ba4DD6a36891dD60B83C20462B3545,300000
0x0574f40BD452db95B5b402b329687E60679042E0,262500
0x07Fd736901F9F198E7c5E64055259869C8C97a99,262500
0x087bE59EDb900d546BE5aACdb0FC1F840e4D92E8,262500
0x0f2a16D4290AC0d91eDFBD533a192E1D0f86b257,262500
0x17d518736Ee9341dcDc0A2498e013D33CFCDD080,262500
0x18Ffe0eF3ab518d59E29d672FDdEF0d0131578A0,262500
0x1C40b45153b3D8fCB2FD0e943A985a264B5B7312,262500
0x204A6703DcF804Bf836e24fB2EfC098F651EaC3f,262500
0x2611987767Aee554Dc5BBD9C8D0622739a433804,262500
0x29E6D40392903c8f3CE0d8B37661b2e25DCCD039,262500
0x30c0570477c199829f38971C57c2Ab8Ad8AcE696,262500
0x33FD8e88a74Fec2E8ffA23916b47A8b03806A85B,262500
0x3465247B9cC2fEFC8235D105394244F6b67cF97d,262500
0x36848563E7055750BC64A75cE238a8aDd3B12BbE,262500
0x3CF282CD2DF98D8589598fdE938eEcD1Dac9671f,262500
0x42F1feaBf67dAb6dda8bF9E012F383B1C98d1F33,262500
0x47b5a3662A6614B4EcFaab5ED3D50A7E1BA469d6,262500
0x4fAFf24b7A9CfbeFdED71E7e38A4B21e854303B6,262500
0x50B80f04541733016B4aDa874c019823cc75999C,262500
0x53C700A6c08965E34D2DAE7abCFeae081488aCf8,262500
0x5997d8c09664921294468a928402AaEd9f9aC0De,262500
0x5a54d793E1B9d76B0AEbF5d31B6bacf84031504e,262500
0x5b331F20799641A8897B9Bb25C5c5a761098058A,262500
0x5e7DbB835DEcD32bD1F265F3caA0444982D0Ec3E,262500
0x603Fd90a27985bc30AA2EddB67e7eAE2fce48f4C,262500
0x6160B60DDE3B1273Bccc34683be5461ACc1B78D4,262500
0x62d55a31850ee232B964e7c7325657FfF5110df3,262500
0x6681a51835Af8c2F5a2768b2bA41DFa3203080B5,262500
0x70b49eD2f12c34767DE797E8918b148e3977f406,262500
0x71a3Fd612CDbEAf177B52B2eb792173E3d25616b,262500
0x752F0e995861d8c3fF97759C16dA6107Efa64779,262500
0x79EcB8828a1228DBD923d336AE01a3c2408F05Be,262500
0x7B281d3741F881f43a49bbfB12D85f4a1D6AC893,262500
0x7Ef8be484E76558cA27C17A7E312d9Bbd19eCF8c,262500
0x8c1dDcA6916451658C667A2CC8e8DD99db53C063,262500
0x90682AB7DE70165Dc4d4347F20278417461DB1C4,262500
0x997Dacd23d0Cae99b092e565B6a13C4c86F6Bd54,262500
0x9Cfd4b00a2009C837fd40E9aF31d6650C832ac71,262500
0x9eef625128062ad16AB0359D19C6A02c8AbFf8FC,262500
0x9f588bb783ee013189Ac68f1D20695f5e476374E,262500
0xA9E986877d7d01C93a8866de3830e2e7C853eeaD,262500
0xAF9b7eF9986ce193BF131fa3872739bd33807AB9,262500
0xB25704c5Ea00E3FC297008313a44ac53b9F70bC0,262500
0xB8BE9F01D80c433e2724aEd35965015c0a1bCaDA,262500
0xBFa4bC5E7191fD6B10d60730e6766c5d45837232,262500
0xC302a1Ae53Fc1bAe5Ee956568522920D00279078,262500
0xD366cFc5ADb543cFCD0f2f189AB03Cb36b7a6F4A,262500
0xE48Ac58e79Acd9C722Fb52e5452C839369b53299,262500
0xF46f179aD48E5F2a69f35F95040D9AB3A224a321,262500
0xFC7CfDBaEeAb0E3Cf6Ca7e6CE490309FCa2dfe51,262500
0xa330fc92347E15fb5f12B9013D395A93D8Add165,262500
0xaFf561524fCb2a976aA060594b6C3F0f92D800E5,262500
0xd0FeCD26af4B516C142A59D33e250a16315144ab,262500
0xd3e2BB564bCd33bc3Bfdeaa357e30789c2d426c2,262500
0xd6946a5EEE09fd167B9920D5647253acE122E9CB,262500
0xdB61a72a583339b69701aa2436787d886434a6E6,262500
0xdF1783B81f21fBe235BdC43C91A966b3AB75792C,262500
0xdc997faCb61bDd7a2eB109f91aAd3598AF61bF67,262500
0xe3F0261D8ee5A21F0bD96D696154622D0358209f,262500
0xe8957a222204284aB133799e900B392878915A9F,262500
0xeC8f7a3073D66C25771eA611ac69DB541C61aafC,262500
0xeE8BE81cE26a327A7d31969796C86420e15a8942,262500
0xf22FaC608f4e7c6892b12bf41D4e6939e4E7FB15,262500
0xf406aed3369614123eB6c8ea6afB12995D49dBdB,262500
0xfD8C3270bb87CbE622D0Bca73EcAA38d4Bf543a8,262500
0x0065D844c5cd5485172E5CbED4525EA58389a272,225000
0x01001DE67D4707e71C675d9147Ca5eb89B62c7B2,225000
0x0227F8905d2130D3d436D3f814fa29d86a490044,225000
0x04d3699AE16D186aaa1079bFc0615dBe67b44aA6,225000
0x04e40eE3306F729038cEFe1fD9A253b9860039AD,225000
0x05fFD138B89Ca17eFA7323E193Be702da4169050,225000
0x065FD573acca032C646A21cB723292E06F7e51CA,225000
